ordernumber;mainnumber;name;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;categories
G11763;G11763;Sous Pieszenowy Cymny 30gr x35st Wynjary;Eigenmarke;5,00;0,53;0;;1;beliebig;;;;;;1;49
G11764;G11764;Sous Pieszenowy Delikatny 35 st x 34 gr Winjary;Eigenmarke;5,00;0,53;0;;1;beliebig;;;;;;1;49
G11765;G11765;Sous Pieszenowy Jasni 35 st x27 gr Winjary;Eigenmarke;5,00;0,53;0;;1;beliebig;;;;;;1;49
G11766;G11766;Sous Piezarkowy 30 gr x 35 st;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;49
G11767;G11767;Sous Piszenowy Ciemny 35st x30 gr;Eigenmarke;5,00;0,53;0;;1;beliebig;;;;;;1;49
G11768;G11768;Sous Pomidorowe 33 gr x 37 st;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;49
G11769;G11769;Sous Serowe z Pieszarkami 30 st x;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;49
G11770;G11770;Sous Tatarski 350grx8st;Eigenmarke;5,00;1,35;0;;1;beliebig;;;;;;1;49
G11771;G11771;"Sous Winiary"" Italia Bolognesesauce mit Zwiebeln und Basilikum 46g x 25stk""";Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;49
G11772;G11772;"Sous Winiary"" Italia Kï¿½se-Champignonsauce 29g x 30stk""";Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;49
G11773;G11773;Sous Zesnakowe 350 mlx 8 st Winjary;Eigenmarke;5,00;1,35;0;;1;beliebig;;;;;;1;69
G11774;G11774;Spiritus 0,5lx 15 st   95 % Alkogol;Eigenmarke;16,00;12,99;0;;1;beliebig;;;;;;1;69
G11775;G11775;Spiritus 100ml x 12st  96 % Alkogol;Eigenmarke;16,00;2,79;0;;1;beliebig;;;;;;1;69
G11776;G11776;Spiritus 200ml x 24 st;Eigenmarke;5,00;4,59;0;;1;beliebig;;;;;;1;69
G11777;G11777;Sproten Graal w Pomidorach 170 gr x 15st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;42
G11778;G11778;Sproten in ï¿½l 170gr x16 st LOSOS;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;42
G11779;G11779;Sproten In ï¿½l 170 gr x 24 st Ewra Fisch;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;42
G11780;G11780;Sproten in ï¿½l Graal 170 gr x 15st;Eigenmarke;5,00;1,25;0;;1;beliebig;;;;;;1;42
G11781;G11781;Sproten in Pomidorach 175 gr x 16 st LOSOS;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;42
G11782;G11782;Sproten In Tomaten  170 gr x 24 st Ewra Fisch;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;42
G11783;G11783;Sproten Winter Grall 170 gr x 15 st;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;42
G11784;G11784;Sproten w POmidorach 170 gr x 8 xt King Osgar;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;42
G11785;G11785;Stakan Moloka Roshen 1kg x 5 st;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;56
G11786;G11786;Staubmaske Weiï¿½ 1 pack x 10stk;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;23
G11787;G11787;Strauchtomaten 5kg  kiste;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;22
G11788;G11788;Sucha Krakow Krakus 250 gr;Eigenmarke;5,00;2,89;0;;1;beliebig;;;;;;1;39
G11789;G11789;"Sucha Krakowska Wedliny"" Wurst""";Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;39
G11790;G11790;Sucha Krakowska Wieperzowa Wurst Tarczynski 260 gr;Eigenmarke;5,00;3,29;0;;1;beliebig;;;;;;1;39
G11791;G11791;Sucha Krakowska  Z FILETA Wurst Tarczynski 260 gr;Eigenmarke;5,00;3,29;0;;1;beliebig;;;;;;1;39
G11792;G11792;Sulma Kasza Gryczana prazona cala 3,2kg (8St. x 400g);Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;39
G11793;G11793;Sup Flaki Profi 450 ml x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;39
G11794;G11794;Sup Gos Zupa Zurek 30 st x 49gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11795;G11795;Sup Gros Barszcz Bia?y  30 st x 66 gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11796;G11796;Sup Gros  Barszcz czerwony;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11797;G11797;Sup Gros Barzh Zerwoni Nr 1 60gr x 30 st;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11798;G11798;Sup Gros Grybowa Supa 30 st x 48 g;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;51
G11799;G11799;Sup Gros Jarzynowa 48 gr x 25 st;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11800;G11800;Sup Gros Krupnik polski 25st;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11801;G11801;Sup Groï¿½ Zurek Z GrybamiSauerteigsuppe mit Pilzen 49g x 30stk;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11802;G11802;Sup Gros Winjari 39gr -75gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;51
G11803;G11803;Sup Gros  Zupa Fasolowa 25 st x 63 gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;52
G11804;G11804;Sup Gros Zupa grochowa 25 st x 75 gr;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;52
G11805;G11805;Sup Gros  Zupa Ogonowa 32st x 40gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;52
G11806;G11806;Sup Gros  Zupa pomidorowa  28st x 50 gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;52
G11807;G11807;Sup Gros  Zurek 49 gr x 30 st;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;52
G11808;G11808;Sup Profi 450ml x 6st  Stroganow;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11809;G11809;Sup Profi 450 x 6 st Barsz Belij;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11810;G11810;Sup Profi Barszcz Czerwony 450g x 6St.;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;52
G11811;G11811;Sup Profi Barsz Zerwony 1 litr x 12 st;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;52
G11812;G11812;Sup Profi Fasolka po Bretonsku 450g x 6St.;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11813;G11813;Sup Profi FASOLOWE 450 gr x 6st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11814;G11814;Sup Profi Flaki 450ml x 6st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11815;G11815;Sup Profi Grochowa 450g x 6stk;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11816;G11816;Sup Profi Grybowa 6 st x 450 ml;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;52
G11817;G11817;Sup Profi Gulaszowa 450 ml x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11818;G11818;Sup Profi Jarzynowa 6 st x 450 ml;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;52
G11819;G11819;Sup Profi Kapusnjak 6st x 450ml;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11820;G11820;Sup Profi Krupnik 450 ml x 6 st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;52
G11821;G11821;Sup Profi Ogurkowa 450 gr x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11822;G11822;Sup Profi Pieszarkowe  450 gr x 6 st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;52
G11823;G11823;Sup Profi Pomidorowa 6 st x 450 ml;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;52
G11824;G11824;Sup Profi Rasolek 6st x 450 gr;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11825;G11825;Sup Profi Soljanka 450 ml x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11826;G11826;Sup Profi Strogonowa 450 ml x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11827;G11827;Sup Profi Ukrainski 450 ml x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11828;G11828;Sup Profi Warzywna 450 gr x 6st;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;52
G11829;G11829;Sup Profi Ziemniszana 450 ml x 6 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;52
G11830;G11830;Sup Profi Zurek z kielbasi wieprzow?  450 gr x 6 st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;52
G11831;G11831;Surowa Bjala Kier;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;69
G11832;G11832;SUROWA DOJRZEWAJ?CA SPOD STRZECHY;Eigenmarke;5,00;5,79;0;;1;beliebig;;;;;;1;38
G11833;G11833;Syrop-Aronia-Herbapol 420 ml x 8 st;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11834;G11834;Syrop Cytrina Herbapol 420 ml x 8 stk;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11835;G11835;Syrop Cytrina Herbapol 8x420ml;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11836;G11836;Syrop Czarna Porzeczka Herbapol 8x420ml;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;72
G11837;G11837;Syrop Ingwer Herbapol 430ml x 8st;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11838;G11838;Syrop Kiwi Herbapol 420 ml x 8 st;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11839;G11839;Syrop Malina Herbapol 430 ml x 8 st;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11840;G11840;Syrop Malina z cytryna Herbapol 8x420ml;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11841;G11841;Syrop Malina z dzika roza Herbapol 8x420ml;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;72
G11842;G11842;Syrop-Malina-z-jezyna-Herbapol 420 ml x 8 st;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11843;G11843;Syrop Malina z melisa Herbapol 8x420ml;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;72
G11844;G11844;Syrop Malina z Pigwa Herbapol 8x420ml;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;72
G11845;G11845;Syrop Owoce-Lesne 420 ml x 8 st  Herbapol;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11846;G11846;Syrop Pomarancza Herbapol 8x420ml;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11847;G11847;Syrop Truskaskowa Herbapol 8x420ml;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11848;G11848;Syrop- Wisnia 420 ml x 8 st Herbapol;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;72
G11849;G11849;Szprot Winter Grall 170 gr x 4 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11850;G11850;"Szprot w sosie pomidorowym Contimax"" 3St. x170gr.""";Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;38
G11851;G11851;Sztuka Miesa z Masarski Stragan;Eigenmarke;5,00;7,79;0;;1;beliebig;;;;;;1;38
G11852;G11852;Szynka Balcerzak Miniaturka;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11853;G11853;Szynka Gotowana Biegun Mala;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11854;G11854;Szynka Mozajkowa;Eigenmarke;5,00;5,49;0;;1;beliebig;;;;;;1;38
G11855;G11855;Szynka Prosoczek Dziadkowa;Eigenmarke;5,00;10,99;0;;1;beliebig;;;;;;1;38
G11856;G11856;Szynka Slaska JBB;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;38
G11857;G11857;Szynka Wiepzonwa Wedzona  Dobra Marka;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11858;G11858;Szynka ZE SPIZARNI JBB;Eigenmarke;5,00;6,59;0;;1;beliebig;;;;;;1;38
G11859;G11859;Szynka z Kotla Slawa;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11860;G11860;SZYNKA Z MASARSKIEGO STRAGANU.;Eigenmarke;5,00;9,49;0;;1;beliebig;;;;;;1;38
G11861;G11861;Szynka z Piersi MINI  JBB 440 gr;Eigenmarke;5,00;2,39;0;;1;beliebig;;;;;;1;38
G11862;G11862;Tanay Tee grï¿½ner Tee 43,75g 1x24stk  25beutel;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;64
G11863;G11863;Tanay Tee grï¿½ner Tee zitrone 43,75g 1x24stk  25beutel;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;64
G11864;G11864;Tanay Tee Schwarz 100g 1x24stk;Eigenmarke;5,00;1,02;0;;1;beliebig;;;;;;1;64
G11865;G11865;Tanay Tee schwarz 175g 1x12 100 Beutel;Eigenmarke;5,00;2,08;0;;1;beliebig;;;;;;1;64
G11866;G11866;Tanay Tee schwarz 43,75g 1x24  25 Beutel;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;64
G11867;G11867;Tanay Tee Schwarz bergamot 175g  1x12stk;Eigenmarke;5,00;2,26;0;;1;beliebig;;;;;;1;64
G11868;G11868;Tanay Tee schwarz bergamot 43,75g 1x24stk  25beutel;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;64
G11869;G11869;Tanay Tee Schwarz Premium 100g  1x18stk;Eigenmarke;5,00;1,35;0;;1;beliebig;;;;;;1;64
G11870;G11870;Tanay Tee Schwarz premium 200g 1x16stk;Eigenmarke;5,00;2,73;0;;1;beliebig;;;;;;1;64
G11871;G11871;Tarczynski Kabanos drobiowy120g x 16 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11872;G11872;Tarczynski Kabanosy Chilli 120g x 16 st;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;38
G11873;G11873;Tarczynski Kabanosy Wiepezowy 120 gr x 16 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11874;G11874;Tarczynski Kabanosy wolowy 120g  x 16 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11875;G11875;Tarczynski Kabanos Z Serem 120g x 16 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11876;G11876;Tarczynski Smalec najlepszy s pieczywem 250g;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;39
G11877;G11877;Tarczynski Smalec o smaku grzybowym 150g;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11878;G11878;Tarczynski Smalec z ogorkiem malosolnym 150g;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11879;G11879;Tarczynski Smalec z ziarnami 150g;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11880;G11880;Tarczynski Smarowidlo Najlepszez pieczywem 280g;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;39
G11881;G11881;Tatarzanska Wurst;Eigenmarke;5,00;5,49;0;;1;beliebig;;;;;;1;38
G11882;G11882;Tatra Bier 0,5 litr x 20 st;Eigenmarke;16,00;12,9;0;;1;beliebig;;;;;;1;70
G11883;G11883;"TBM"" Chrupki Kukurydziane 28St. x 60gr""";Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;62
G11884;G11884;TBM Snacks Tygryski chrupki kukurydziane 250grx10st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;62
G11885;G11885;TBM Snacks Tygryski chrupki kukurydziane czekoladowe 70g x 20St.;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;62
G11886;G11886;TBM Snacks Tygryski chrupki kukurydziane OWOSZOWYM 70g x 20St.;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;62
G11887;G11887;TBM Snacks Tygryski chrupki kukurydziane Toffe 70g x 20St.;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;62
G11888;G11888;TBM Snacks Tygryski chrupki kukurydziane truskawkowe70g x 20St.;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;62
G11889;G11889;TBM Tygryski, chrupki kukuruznye 100g x 25;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;62
G11890;G11890;Tee Herbapol 12 st x  20 torebok x 2 gr Melisa ZIELNIK  polski;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11891;G11891;Tee Herbapol 12st x  20 torebok x 2 gr MIETA  ZIELNIK  polski;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11892;G11892;Tee Herbapol 20 beutel  x 8st MALINA;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11893;G11893;Tee Herbapol 8st Owoce Lesns;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11894;G11894;Tee Herbapol 8 st Truskawka;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11895;G11895;Tee Herbapol 8 st   Wischniowa;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11896;G11896;Tee Herbapol ARONIJA 3,5gr / 12 ST;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;64
G11897;G11897;Tee Herbapol Ogr.. Malina 12st x 3 gr;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11898;G11898;Tee Herbapol ogrod aronia x3,5grx12st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11899;G11899;Tee Herbapol Prosto ZLASU 12x2,5gr;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11900;G11900;Tee Minutka 40 beutel x 12st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11901;G11901;Tee Minutka Malina 20beutel x 28g x 12stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G11902;G11902;Tee Posti 20 TB x 12 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;64
G11903;G11903;Tee POSTI 80 x 1,4 gr  12 st Zarna;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;64
G11904;G11904;Tiki Taki 430gr x 6stk Wawel Schokopraline;Eigenmarke;5,00;3,39;0;;1;beliebig;;;;;;1;56
G11905;G11905;Toffix Evlan Kaubonbons mit Fruchtfï¿½llung 1kg x 8stk;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;56
G11906;G11906;Toilettenpapier Fine Life  12Stk x 5 (60 Rollen);Eigenmarke;16,00;12,95;0;;1;beliebig;;;;;;1;56
G11907;G11907;Toilettenpapier Regina 3W Rol 4st  x20 pack;Eigenmarke;16,00;35;0;;1;beliebig;;;;;;1;56
G11908;G11908;Toilettenpapie ZIE 3w x 8st  10 kart;Eigenmarke;16,00;17,9;0;;1;beliebig;;;;;;1;56
G11909;G11909;Tomaten Gelbe 6 gk  kitse;Eigenmarke;5,00;11,99;0;;1;beliebig;;;;;;1;22
G11910;G11910;Tomaten Malinowe 2BB  6 kg kiste;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;22
G11911;G11911;Tomaten Malinowe 3BB  6kg Kiste;Eigenmarke;5,00;10,99;0;;1;beliebig;;;;;;1;22
G11912;G11912;Tomaten Saft 330mlx12st Dawtona;Eigenmarke;16,00;0,42;0;;1;beliebig;;;;;;1;73
G11913;G11913;Tomaten Saft Dworski 300 ml x 15 st;Eigenmarke;16,00;0,37;0;;1;beliebig;;;;;;1;73
G11914;G11914;Tomaten Schwarz 6 kg kiste;Eigenmarke;5,00;11,99;0;;1;beliebig;;;;;;1;22
G11915;G11915;Tomat Pasta 0,9 litr x8 st Frubex;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;41
G11916;G11916;Tomat pasta 200ml x 24 st Podliszki;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;41
G11917;G11917;Tomat Pasta Dawtona 90 gr x 20 st;Eigenmarke;5,00;0,29;0;;1;beliebig;;;;;;1;41
G11918;G11918;Tomat Pasta Konzentrat Podliszki 90 gr x 35 st;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;41
G11919;G11919;Tomat Patsa Frubex 180 ml x 10 st;Eigenmarke;5,00;0,55;0;;1;beliebig;;;;;;1;41
G11920;G11920;TORT Bezowy 400gr;Eigenmarke;5,00;2,59;0;;1;beliebig;;;;;;1;56
G11921;G11921;Torunska Wurst  Dobra Marka;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;38
G11922;G11922;Torunska z Bobrownik Nik Pol;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;38
G11923;G11923;Tosya Ryz Goldkorn 5 kg x4 st;Eigenmarke;5,00;27,8;0;;1;beliebig;;;;;;1;20
G11924;G11924;Trufla Wisniowa Dobosch 3 kg;Eigenmarke;5,00;4,29;0;;1;beliebig;;;;;;1;56
G11925;G11925;Tunfisch in eigenem Saft Tunczyk  170 gr x 4st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;42
G11926;G11926;Tunfisch in ï¿½l  Tunczyk olej 170 gr x 4st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;42
G11927;G11927;Tworog in Eimer  1litrx6st;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;32
G11928;G11928;Tworog WOSZCHOWA Qadrat 250 gr;Eigenmarke;5,00;3,19;0;;1;beliebig;;;;;;1;64
G11929;G11929;Tymbarg 1l Pomidor x 12st;Eigenmarke;16,00;0,99;0;;1;beliebig;;;;;;1;71
G11930;G11930;Tymbark 100% Mehrfruchtsaft 200ml x 27St.;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11931;G11931;Tymbark 1,75 Litr x 6 st Multiwitamin;Eigenmarke;16,00;1,59;0;;1;beliebig;;;;;;1;71
G11932;G11932;Tymbark 1 Litr Artikl Nr 4178 Apfel Pfirsich;Eigenmarke;16,00;0,67;0;;1;beliebig;;;;;;1;71
G11933;G11933;Tymbark 1litr Pomaranza 6st x 1 litr;Eigenmarke;16,00;0,99;0;;1;beliebig;;;;;;1;71
G11934;G11934;Tymbark 2Litr x 6 st Jabko-Arbuz;Eigenmarke;16,00;1,39;0;;1;beliebig;;;;;;1;71
G11935;G11935;Tymbark 2litr x 6 st Jabko Mjata;Eigenmarke;16,00;1,39;0;;1;beliebig;;;;;;1;71
G11936;G11936;Tymbark 2Litr x 6 st Wischnja;Eigenmarke;16,00;1,39;0;;1;beliebig;;;;;;1;71
G11937;G11937;Tymbark Arbuz Jabko 250 ml x 24 st;Eigenmarke;16,00;0,33;0;;1;beliebig;;;;;;1;71
G11938;G11938;Tymbark Artikl Nr 4176 Kirsche Apfel1 Litr x12st;Eigenmarke;16,00;0,85;0;;1;beliebig;;;;;;1;71
G11939;G11939;Tymbark Artikl Nr 4177 Apfel Minz 1Litr x 12 st;Eigenmarke;16,00;0,85;0;;1;beliebig;;;;;;1;71
G11940;G11940;Tymbark Banan 1 litr x 6 st;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;71
G11941;G11941;Tymbark banan jablko cytryna 200ml x 27St.;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11942;G11942;Tymbark Broskwinja Jabko 250 ml x 24 st;Eigenmarke;16,00;0,33;0;;1;beliebig;;;;;;1;71
G11943;G11943;Tymbark Czarna Porzeczka 1l x 6St.;Eigenmarke;16,00;0,99;0;;1;beliebig;;;;;;1;71
G11944;G11944;Tymbark Czarna Porzeschka 1 litr x 6 st;Eigenmarke;16,00;0,99;0;;1;beliebig;;;;;;1;71
G11945;G11945;Tymbark  Granat 1 litr x 6 st;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;71
G11946;G11946;Tymbark Jabko 200ml x 27 st;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11947;G11947;Tymbark Jabko Broskwinja 200ml x 27 st;Eigenmarke;16,00;0,29;0;;1;beliebig;;;;;;1;71
G11948;G11948;Tymbark Jabko Gruszka 1 litr x 12 st;Eigenmarke;5,00;0,67;0;;1;beliebig;;;;;;1;71
G11949;G11949;Tymbark Jabko -Mjata 250 ml x 24 st;Eigenmarke;16,00;0,33;0;;1;beliebig;;;;;;1;71
G11950;G11950;Tymbark jablko 200ml x 27St.;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11951;G11951;Tymbark jablko aronia wisnia poziomka 200ml x 27St.;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11952;G11952;Tymbark jablko/brzoskwinia 200ml x 27St.;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11953;G11953;TYMBARK jablko rabarbar 1l x 12St.;Eigenmarke;16,00;0,67;0;;1;beliebig;;;;;;1;71
G11954;G11954;TYMBARK jabtko mieta 2l x 6St.;Eigenmarke;16,00;1,29;0;;1;beliebig;;;;;;1;71
G11955;G11955;Tymbark Kaktus 400ml x 12St.;Eigenmarke;16,00;0,4;0;;1;beliebig;;;;;;1;71
G11956;G11956;Tymbark Kiwi 250 ml x 24 st;Eigenmarke;16,00;0,33;0;;1;beliebig;;;;;;1;71
G11957;G11957;Tymbark Limetka 1 litr x 6 st;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;71
G11958;G11958;Tymbark Malina-Jabko-Wischnja 200mlx 27st;Eigenmarke;16,00;0,29;0;;1;beliebig;;;;;;1;71
G11959;G11959;Tymbark Malina Mieta 250 ml x 24 st;Eigenmarke;16,00;0,33;0;;1;beliebig;;;;;;1;71
G11960;G11960;Tymbark Mango 250 ml x 24St.;Eigenmarke;16,00;0,33;0;;1;beliebig;;;;;;1;71
G11961;G11961;Tymbark Mjata-Cytryna 250 ml x 24 st;Eigenmarke;16,00;0,44;0;;1;beliebig;;;;;;1;71
G11962;G11962;Tymbark Multiwitamin 200 ml x 27 st;Eigenmarke;16,00;0,29;0;;1;beliebig;;;;;;1;71
G11963;G11963;Tymbark multiwitamina 200ml x 27St.;Eigenmarke;16,00;0,31;0;;1;beliebig;;;;;;1;71
G11964;G11964;Tymbark Multiwitamina z Czerwonimi owocami 1l x 6St.;Eigenmarke;16,00;0,34;0;;1;beliebig;;;;;;1;71
G11965;G11965;Tymbark Owoce swiata Kaktus 12St. x 1l;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;71
G11966;G11966;Tymbark Owoce swiata Limonka 12St. x 1l;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;71
G11967;G11967;Tymbark Owoce swiata Mango 12St. x 1l;Eigenmarke;16,00;1,09;0;;1;beliebig;;;;;;1;71
