ordernumber;mainnumber;name;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;categories
G10555;G10555;Grzeski Wafel z migdalami 35g x 36St.;Eigenmarke;5,00;0,29;0;;1;beliebig;;;;;;1;56
G10556;G10556;Grzeski Wafel z orzechami 35g x 36St.;Eigenmarke;5,00;0,29;0;;1;beliebig;;;;;;1;56
G10557;G10557;Grzeski Wafel z Toffee 35g x36 st;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G10558;G10558;Grzeski Wafle mix 390g x 12St.;Eigenmarke;5,00;0,29;0;;1;beliebig;;;;;;1;56
G10559;G10559;Guken in beutel 700g14st;Eigenmarke;5,00;10,49;0;;1;beliebig;;;;;;1;22
G10560;G10560;Gulasz Podliszki 520 ml x 8st;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;53
G10561;G10561;Gurken 800 gr Stehende beutel  x12 st;Eigenmarke;5,00;11,45;0;;1;beliebig;;;;;;1;22
G10562;G10562;Gurken 900mlx 8 st  Frubex Kwaschony;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G10563;G10563;Gurken Dworski 850 ml x 6 st;Eigenmarke;5,00;0,62;0;;1;beliebig;;;;;;1;22
G10564;G10564;Gurken Frisch Poland 10kg;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;22
G10565;G10565;Gurken Frubex 830ml gr x 6 st Kwaschony;Eigenmarke;5,00;1,47;0;;1;beliebig;;;;;;1;39
G10566;G10566;Gurken  KASZUBSKIE Vitarol 900 ml x 8 st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;39
G10567;G10567;Gurken  KONSERWOWE CZOSNKOWE;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;39
G10568;G10568;Gurken Konzerwowe 890g x 8St. Frubex;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;39
G10569;G10569;Gurken Koszubskie 900ml x 8 st Frubex;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;39
G10570;G10570;Gurken Koszubskie 900ml x 8 st Vitarol;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;39
G10571;G10571;Gurken Kwaschoni Sloneczne pole  800g x 14St.;Eigenmarke;5,00;12,5;0;;1;beliebig;;;;;;1;39
G10572;G10572;Gurken Mexikanski  Konzerwowe 890 gr x 8 st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;39
G10573;G10573;Gurken Poland 5 kg;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;22
G10574;G10574;Gurken Vitarol 900grx x8st Kwaschony;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;39
G10575;G10575;Gurken Wit Pol 500gr x 14 st Ligende;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;39
G10576;G10576;Gurken Wit Pol DEBOWE 400gr x 14 st;Eigenmarke;5,00;12,9;0;;1;beliebig;;;;;;1;39
G10577;G10577;Halwa Wanila 50 gr x 15 st  Unitrop;Eigenmarke;5,00;0,37;0;;1;beliebig;;;;;;1;56
G10578;G10578;Happy Swing Kakao 150g x 16stk;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;56
G10579;G10579;Happy Swing Kokosowa 150 gr x 16st;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;56
G10580;G10580;Happy Swing Nuss 150g x 16stk;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;56
G10581;G10581;Happy Swing Pusta 100gr x 24 st;Eigenmarke;5,00;0,55;0;;1;beliebig;;;;;;1;56
G10582;G10582;Happy Swing Vanille 150g x 16stk;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;56
G10583;G10583;Harsan  180 gr x 10st Powijski;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;39
G10584;G10584;Harsan 230 gr x 6st Wielunski Lunjak;Eigenmarke;5,00;1,25;0;;1;beliebig;;;;;;1;39
G10585;G10585;Harsan 310 gr x 6st Wielunski Lunjak;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;39
G10586;G10586;Harsan Charsan Tarty 180 ml x 10st Vitarol;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;39
G10587;G10587;Harsan Frubex  180 ml  x 10 st;Eigenmarke;5,00;0,55;0;;1;beliebig;;;;;;1;39
G10588;G10588;Harsan Tarty Premium 290 ml x 6 st  Z BABUNY;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;39
G10589;G10589;Harsan Urbanek 200 ml x 12 st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;39
G10590;G10590;Harsan Victus 160 ml x12st Meretih;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;39
G10591;G10591;Hefe Frische 100grx 10st;Eigenmarke;5,00;0,29;0;;1;beliebig;;;;;;1;24
G10592;G10592;Heidelbeere 250 grx 8 st;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;22
G10593;G10593;"HelioKUTIJA Masa Makowa 6 st x 850gr""";Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;39
G10594;G10594;Helio Masa Krowkowa o smaki 400g x 6st.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10595;G10595;Helio Masa Krowkowa o smaki Advocat 400g x 6st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10596;G10596;Helio Masa Krowkowa o smaki kakaowym 400g x 6st.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10597;G10597;Helio Masa Krowkowa o smaki kokosowym 400g x 6st.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10598;G10598;Helio Masa Krowkowa o smaki orzechowym 400g x 6st.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10599;G10599;Helio Masa Krowkowa o smaki Schokoladowem 400g x 6st.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10600;G10600;Helio Masa Krowkowa tradycyjna 400g x 6st.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G10601;G10601;"Helio Masa Makowa 6St. x 850gr""";Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;24
G10602;G10602;Helio Rodzynki Sultanskie 22stk x 100g;Eigenmarke;5,00;0,7;0;;1;beliebig;;;;;;1;22
G10603;G10603;Herbapol Tee Polski Czystek x2g 12stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G10604;G10604;Herbapol Tee Polski Lipa 1,2g 12stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G10605;G10605;Herbapol Tee Polski Melise 2g 12stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G10606;G10606;Herbapol Tee Polski Rumianek 12x1,5g 12stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;64
G10607;G10607;Herz Lutscher 16g x 60st.;Eigenmarke;5,00;0,19;0;;1;beliebig;;;;;;1;56
G10608;G10608;Himbeere Tomaten  6 Kg 3BBB;Eigenmarke;5,00;10,99;0;;1;beliebig;;;;;;1;22
G10609;G10609;Hortex Leon 1 litr x 6 st Natursaft;Eigenmarke;16,00;0,99;0;;1;beliebig;;;;;;1;71
G10610;G10610;Hortex Schwarze Johannisbeeren Nektar 1l x 6stk;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;22
G10611;G10611;Induk Saltison;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;38
G10612;G10612;Iris Dobosz 3kg;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;56
G10613;G10613;Jabko Parzona 0,9x6st Bakaland;Eigenmarke;5,00;2,59;0;;1;beliebig;;;;;;1;71
G10614;G10614;Jaffa Pomaranza 135g/30/DELICPO;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;58
G10615;G10615;Jaffa Truskawka 135g/30/DELICPO;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;58
G10616;G10616;Jaffa Wischnja 135g/30/DELICPO;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;58
G10617;G10617;Jajka Przepiorcze - Wachteleier 16 x 15;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;37
G10618;G10618;Jak u Mamy Barszcz bialy z grzybami;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10619;G10619;Jak u Mamy Cebulowa 28st x 31 gr;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10620;G10620;Jak u Mamy Gulaschowa 44g x 22st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;53
G10621;G10621;Jak u Mamy Piszarkowe 44 gr x22 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10622;G10622;Jak u Mamy Zerwoni Esentiale 35st x 35gr;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10623;G10623;Jak u Mamy Zupa Borowikowa 25st x 44 gr;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10624;G10624;Jak u Mamy Zupa Brokulowa 30st x 49 gr;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10625;G10625;Jak u Mamy Zupa Ogorkowa 42 gr x  30 st pack;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10626;G10626;Jak u Mamy Zurek na wedzonce;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;53
G10627;G10627;Jak u Mamy Zurek Razowy 33gr x 22 st;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;53
G10628;G10628;"Jalowcowa Wurst  Wedliny""""";Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;28
G10629;G10629;Jarzynka 10st x 200 gr Winiary Zarjanka;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;53
G10630;G10630;Jaski 205 gr x 8 st Kï¿½kse Dr Gerard;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;56
G10631;G10631;Jawo Kartacze z miesem 450g x 10St.;Eigenmarke;5,00;1,52;0;;1;beliebig;;;;;;1;53
G10632;G10632;Jawo Kluski leniwe 450g x 10St.;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;53
G10633;G10633;Jawo Kluski slaskie 450g x 10St.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;53
G10634;G10634;Jawo Kluski slaskie z miesem 450g x 10St.;Eigenmarke;5,00;1,47;0;;1;beliebig;;;;;;1;53
G10635;G10635;Jawo Knedle ze sliwkami 450g x 10St.;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;53
G10636;G10636;Jawo Knedle z Truskawkami 450g x 10St.;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;53
G10637;G10637;Jawo Kopytka 450g x 10St.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;53
G10638;G10638;Jawo Krokety z Mjasem 400 gr x 8st;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;53
G10639;G10639;Jawo Krokiety z Kapusta i Grzybami 400g x 8St.;Eigenmarke;5,00;1,55;0;;1;beliebig;;;;;;1;53
G10640;G10640;Jawo Nalesniki z Jablkim 400 gr x 8st;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;53
G10641;G10641;Jawo Nalesniki z Serem 450 gr x 8 st;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;53
G10642;G10642;Jawo Pierogi ruskie 450g x 10St.;Eigenmarke;5,00;1,41;0;;1;beliebig;;;;;;1;53
G10643;G10643;Jawo Pierogi Staropolskie 450g x 10St.;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;53
G10644;G10644;Jawo Pierogi z jagodami 450g x 10St.;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;53
G10645;G10645;Jawo Pierogi z Kapusta i Grzybami 450g x 10St.;Eigenmarke;5,00;1,54;0;;1;beliebig;;;;;;1;53
G10646;G10646;Jawo Pierogi z Kapusta i Mjasem 450g x 10St.;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;53
G10647;G10647;Jawo Pierogi z miesem 450g x 10St.;Eigenmarke;5,00;1,62;0;;1;beliebig;;;;;;1;53
G10648;G10648;Jawo Pierogi z serem 450g x 10St.;Eigenmarke;5,00;16,9;0;;1;beliebig;;;;;;1;53
G10649;G10649;Jawo Pierogi z serem i jagodami 450g x 10St.;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;53
G10650;G10650;Jawo Pierogi z serem i truskawkami 450g x 10St.;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;53
G10651;G10651;Jawo Pierogi z Truskawkami 450g x 10St.;Eigenmarke;5,00;1,65;0;;1;beliebig;;;;;;1;53
G10652;G10652;Jawo Pierogi z Wisniami 450g x 10St.;Eigenmarke;5,00;1,62;0;;1;beliebig;;;;;;1;53
G10653;G10653;Jawo Pirogi ze Szpinakiem 450g x 10St.;Eigenmarke;5,00;1,65;0;;1;beliebig;;;;;;1;53
G10654;G10654;Jawo Pyzy ziemniaczane 450g x 10St.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;53
G10655;G10655;Jawo Pyzy z miesem 450g x 10St.;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;53
G10656;G10656;Jawo Uszka Kapusta z Grybami 300g x 16St.;Eigenmarke;5,00;0,98;0;;1;beliebig;;;;;;1;53
G10657;G10657;Jawo Uszka z Grybami 300g x 16St.;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;53
G10658;G10658;Jawo Uszka z miesem 450g x 10St.;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;53
G10659;G10659;Jawo Uszka z Pieszarkami 10st pack;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;53
G10660;G10660;Jawo  z Grybami 450g x 10St.;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;53
G10661;G10661;JBB Cielazki Parowki;Eigenmarke;5,00;5,59;0;;1;beliebig;;;;;;1;38
G10662;G10662;JBB KIELBASA ZE WSI;Eigenmarke;5,00;6,69;0;;1;beliebig;;;;;;1;38
G10663;G10663;JBB Kielbasiak Pieszony JBB 240 gr;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G10664;G10664;jbb przysmak w konserwie 325g;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;38
G10665;G10665;jiw Babeczki Orechowe 240 gr x 12 st;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;58
G10666;G10666;JIW  Babeczki Orzechowe 280g 12 STK;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;58
G10667;G10667;JIW Babeczki Toffi 240g x 12;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;58
G10668;G10668;JIW Babeczki Wanilowe 12st.x 240gr;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;58
G10669;G10669;JIW Baton orzechowy 12 st x 220 g;Eigenmarke;5,00;1,23;0;;1;beliebig;;;;;;1;58
G10670;G10670;JIW Bora 220 gr x 12 st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10671;G10671;Jiw Ciasteczka Babeczki Waniliowe 300g x 12St.;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;58
G10672;G10672;JIW  Eklerki ?mietankowe 200g x 12stk;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10673;G10673;JIW Eklerki toffi 200g x 12tsk;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10674;G10674;JIW Fale dunaja 200g x 12stk;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;58
G10675;G10675;JIW  Frutti 300 g;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;58
G10676;G10676;JIW Karmelio 200 g x 12stk;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10677;G10677;Jiw koronki Truskawkowe 250 gr x12st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10678;G10678;Jiw Korpusy 310 x 6 st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;58
G10679;G10679;JIW Kukulka 200 gr;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10680;G10680;Jiw Kwiatuszky Maslane Kekse 250 grx12st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10681;G10681;JIW Malajki 12st. x 200gr.;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10682;G10682;JIW Margaretki smietankowe 12st.x 250gr;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10683;G10683;JIW Margaretki Toffee 12st.x 250gr;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10684;G10684;Jiw Marmurka 200gr x12st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10685;G10685;Jiw Pianki 220 gr x 12 st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10686;G10686;JIW  Pianki 220 gr x12 st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10687;G10687;JIW Pralinki Kokosowe 12st x220 g;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;58
G10688;G10688;JIW Pralinki Kokosowe Lux (2 x 0.8 kg);Eigenmarke;5,00;4,49;0;;1;beliebig;;;;;;1;58
G10689;G10689;JIW Pralinki Orzechowe 12 st x220gr;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;58
G10690;G10690;JIW Pralinki Orzechowe Lux (2 x 0.8 kg);Eigenmarke;5,00;4,49;0;;1;beliebig;;;;;;1;58
G10691;G10691;JIW Pralinki truskawkowe Lux (2 x 0.8 kg);Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;58
G10692;G10692;Jiw Prolinki Kokosowe 1,3 kg;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;58
G10693;G10693;jiw pychotka jagadowa 200g x 12stk;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10694;G10694;JIW slomka ptysiowa 120g x 8stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;58
G10695;G10695;JIW Sniezynki Owocowe 12st.x 200gr;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10696;G10696;JIW Sto?ki toffi 200 g x 12 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10697;G10697;JIW Szarotka Owocowa 300g x 12 st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10698;G10698;Jiw Szynka Bjala dekorawana 280gr x12st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;58
G10699;G10699;JIW Szyszka Dekorowana Ciemna 220 x 12 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10700;G10700;JIW Szyszka Ma?lana 200g x 12 st;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;58
G10701;G10701;Jiw tygryski 200 gr x12st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;58
G10702;G10702;Jogomilki Dobosz 350gx 6 stk;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;58
G10703;G10703;"Jutrzenka"" Familijne fawle o smaku kokosowym 20St.x 180gr.""";Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G10704;G10704;Jutrzenka Familijne wafle o smaku  24St.x 180gr.;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;56
G10705;G10705;Jutrzenka Familiyne chrupiace wafelki o smaku cytrynowym 180g x 24St.;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G10706;G10706;Jutrzenka Familiyne chrupiace wafelki o smaku kakaowo-smietankowym 180g x 6St.;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G10707;G10707;Jutrzenka Familiyne chrupiace wafelki o smaku kakaowym 180g x 20St.;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G10708;G10708;Jutrzenka Familiyne chrupiace wafelki o smaku smietankowym 180g x 20St.;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G10709;G10709;Jutrzenka Familiyne wafle o smaku truskawkowo-smietankowym 180g x 20St;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G10710;G10710;Jutrzenka Jezyki 20St. x 140g;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;56
G10711;G10711;Jutrzenka Jezyki Kokos 20St. x 140g;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;56
G10712;G10712;Kabanos Tarzinski 120g x 16st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G10713;G10713;Kabanos Tarzinsky 200 g;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;38
G10714;G10714;Kabanosy BEZ DOD E   Wedliny;Eigenmarke;5,00;12,99;0;;1;beliebig;;;;;;1;38
G10715;G10715;Kabanosy JBB Banketowe 240 gr st;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;38
G10716;G10716;Kabanosy Kier Wurst;Eigenmarke;5,00;5,59;0;;1;beliebig;;;;;;1;38
G10717;G10717;Kabanosy od Zawsze;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;38
G10718;G10718;Kabanosy Tarzynski drobjowe 385g;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;38
G10719;G10719;Kabanosy Tarzynski wieperzowe 385g;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;38
G10720;G10720;Kabanosy z Beczki;Eigenmarke;5,00;6,79;0;;1;beliebig;;;;;;1;38
G10721;G10721;Kabaretki 230 gr x12 st Dr Gerard;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;56
G10722;G10722;Kakol Gurken kwaschony 750 gr;Eigenmarke;5,00;0,48;0;;1;beliebig;;;;;;1;22
G10723;G10723;Kakol Kapusta Kwaschona 0,5;Eigenmarke;5,00;0,48;0;;1;beliebig;;;;;;1;22
G10724;G10724;"Kamis"" China Gewï¿½rz 25g x 15st""";Eigenmarke;5,00;8,85;0;;1;beliebig;;;;;;1;45
G10725;G10725;Kamis do  Bigosu 20gr x 25st;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;45
G10726;G10726;Kamis do Kurzaka Staropolska 25  gr x 30st;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;45
G10727;G10727;Kamis Esig Krolewki 250grx6st 6 %;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;45
G10728;G10728;Kamis Flaki Gewï¿½rz Kutteln 20 gr x 25st;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10729;G10729;Kamis Gewï¿½rze Werschidene Sorten;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G10730;G10730;Kamis Gorzyca biala;Eigenmarke;5,00;11,5;0;;1;beliebig;;;;;;1;45
G10731;G10731;Kamis Gulasch Gewï¿½rz 25g x 25stk;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10732;G10732;Kamis Gyros 30grx 25st;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10733;G10733;Kamis Krï¿½uter de Provence 10g x 20stk;Eigenmarke;5,00;11,8;0;;1;beliebig;;;;;;1;45
G10734;G10734;Kamis Kurzaka Zlocicta 30 gr x 30 st;Eigenmarke;5,00;11,7;0;;1;beliebig;;;;;;1;45
G10735;G10735;Kamis Lorbeerblï¿½tter 6g x 15stk;Eigenmarke;5,00;8,85;0;;1;beliebig;;;;;;1;45
G10736;G10736;Kamis Majranek 9 g x20 st;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;45
G10737;G10737;"Kamis Mexiko Gewï¿½rz 25g x 15stk""";Eigenmarke;5,00;8,85;0;;1;beliebig;;;;;;1;45
G10738;G10738;"Kamis"" Mustarda  8St.x185gr.""";Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;45
G10739;G10739;"Kamis"" Mustarda Delikatesowa 6St.x185gr""";Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G10740;G10740;Kamis Musztarda Dijon 6St. x 185g;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G10741;G10741;Kamis Musztarda Kremska 6St. x 185g;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G10742;G10742;Kamis Paprika Scharf 20g x 25stk;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10743;G10743;Kamis Paprika sï¿½ï¿½ 20g x 25stk;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10744;G10744;Kamis Pfeffer Melony 20 gr x 20st Gewï¿½rz;Eigenmarke;5,00;8,4;0;;1;beliebig;;;;;;1;45
G10745;G10745;Kamis pfeffer Schwarz 20 gr x 25 st;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10746;G10746;Kamis Pfeffer Ziolowy 15gr x20st Gewï¿½rz;Eigenmarke;5,00;11,8;0;;1;beliebig;;;;;;1;45
G10747;G10747;Kamis Pryprawa do Gulaschu 25 gr x 25 st;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;45
G10748;G10748;Kamis Pryprawa Gyros 30 gr x25st;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G10749;G10749;Kamis Trokene Tomaten 15grx20st;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;45
G10750;G10750;Kamis Zesnok 15 gr x 25 st;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;45
G10751;G10751;Kamis Ziel Angelski Nelkenpfeffer 15 gr x20 st;Eigenmarke;5,00;11,8;0;;1;beliebig;;;;;;1;45
G10752;G10752;Kamis Ziel Prowansalski  30 gr x 25;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;45
G10753;G10753;Kamyki Jutrzenka 100 gr x 40 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;56
G10754;G10754;Kapusta 1 kg x 12 st Kwaszony;Eigenmarke;5,00;10,9;0;;1;beliebig;;;;;;1;22
G10755;G10755;Kapusta 900-1000gr x 12 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;22
G10756;G10756;Kapusta Frisch 25  kg   Sack;Eigenmarke;5,00;9,5;0;;1;beliebig;;;;;;1;22
G10757;G10757;Kapusta Frisch kg;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;22
G10758;G10758;Kapusta kwaschona 1 lItr  Kruglaja;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;22
G10759;G10759;Kapusta Kwaschona 1litr Qadrat x 20 st;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;22
G10760;G10760;Kapusta Slonezno Pole 1 litr x 6 st;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;22
G10761;G10761;Kapusta Wit Pol 1 kg x 12 st;Eigenmarke;5,00;9,6;0;;1;beliebig;;;;;;1;22
G10762;G10762;Kapusta Wit Pol 500gr x 25 st;Eigenmarke;5,00;12,5;0;;1;beliebig;;;;;;1;22
G10763;G10763;"Karamellbonbons Barbaris""";Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;56
