ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;metatitle
G10084;G10084;Babci Cosi Makaron Domowy 2jajeczny Nitka 1kg x 12St.;;Eigenmarke;5,00;12,84;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10085;G10085;Babecki Gellwe 230g/6 st wytrawne z Ziolami;;Eigenmarke;5,00;8,94;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10086;G10086;Babeczki 360g x 7st Browne Karamel i Schokolad DELECTA;;Eigenmarke;5,00;11,13;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;7,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10087;G10087;Babeczki 360g x 7st Browne Macno DELECTA;;Eigenmarke;5,00;11,13;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;7,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10088;G10088;Babeczki Gellwe 340g/6st pelno ziarniste z Zurawina;;Eigenmarke;5,00;11,94;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10089;G10089;Babeczki Nadziwane 315 gr x 7 st DELECTA;;Eigenmarke;5,00;11,13;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;7,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10090;G10090;Babi Sosi Makaron Domowy 2 jajeczny Fawierek 400g x 24St.;;Eigenmarke;5,00;25,68;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10091;G10091;Babkini 300grx12st Sonnenblumenkerne;;Babkiny;5,00;15,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;25;
G10092;G10092;Babkini Sonnenblumenkerne 500g x 8stk. Semechki;;Babkiny;5,00;15,12;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;25;
G10093;G10093;Babkiny Semechki solenye 300g x 10st.;;Babkiny;5,00;12,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;25;
G10094;G10094;Babkiny Semechki XXL Krupnyj razmer 250g x 15st.;;Babkiny;5,00;24,75;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;15,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;25;
G10095;G10095;Babkiny Semechki Zharenye 300g x 12st.;;Babkiny;5,00;15,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;25;
G10096;G10096;Bakaland  400ml x 6 st;;Bakaland ;5,00;7,14;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10097;G10097;Bakaland Maka Massowa850 gr x 6 st;;Bakaland ;5,00;15,92;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10098;G10098;Bakalland Apfelmus 810g x 12stk;;Bakaland ;5,00;19,08;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10099;G10099;Bakal Zurawina suszona 150g x 18stk;;Bakaland ;5,00;32,4;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;28;
G10100;G10100;Bakolland Masa Makowa 6St. x 850gr;;Bakaland ;5,00;11,94;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10101;G10101;Balcerzak MINIATURKA NA Ciemno ;;Eigenmarke;5,00;95,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;38;
G10102;G10102;Bambino 235gr x 12 st Dr Gerard Smietanko-Wisnjowe;;Dr Gerard;5,00;23,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;20,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;56;
G10103;G10103;Barbetki Ryz 20St. x 50g;;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;20,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10104;G10104;Barsch Belij Sok  500 ml 10 st Wijski;;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;52;
G10105;G10105;Barszcz Czerwony INSTANT 170g x 10St. NESTLE;;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;52;
G10106;G10106;Basmati Reiz AKASH 8 st x 1 kg;;Eigenmarke;5,00;103,2;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10107;G10107;Basmati AKASH Reiz Indien 5 kg x 4st;;Eigenmarke;5,00;46;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;4,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10108;G10108;bell kilbasa Szynkowa parzona 250;;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10109;G10109;Bell Szynka konserwowa 200g;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10110;G10110;Berlinki 250 gr Morlyny 16stk;;Eigenmarke;5,00;22,24;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;16,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;38;
G10111;G10111;Bier Debowe Stark Bier 0,5 l x 20 xt;;Debowe;16,00;299,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;20,0000;1,000;kiste;9;;0;0;;0,000;;;;;;;;;70;
G10112;G10112;Bierwurst (Kielbasa Piwna);;Eigenmarke;5,00;4,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10113;G10113;Biesiadna Wurst Dobra Marka;;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10114;G10114;Bigos Pomapol 590ml  x 8st;;Eigenmarke;5,00;13,52;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;53;
G10115;G10115;BIgos Profi 500mlx 8st Saurkreit mit Fleisch;;Eigenmarke;5,00;14,32;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;53;
G10116;G10116;Bim Bom 1 kg Roszen;;Eigenmarke;5,00;23,92;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;56;
G10117;G10117;Bin Bon Karamel 1 kg;;Eigenmarke;5,00;18,32;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;56;
G10118;G10118;Birne Konferenz  Frisch 6 kg kiste;;Eigenmarke;5,00;5,94;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;28;
G10119;G10119;Birne Patten Frisch 6 kg kiste;;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;28;
G10120;G10120;Biskopty 140gr /18st Eurosnack;;Eigenmarke;5,00;25,02;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;56;
G10121;G10121;"Biszkopt w proszku Emix"" 5St. x 300gr""";;Eigenmarke;5,00;6,95;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;5,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10122;G10122;Biszkopty Morelowe 205gr x 8st Dr Gerard;;Eigenmarke;5,00;4,95;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;5,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10123;G10123;Bita Smietana 25 st x 50 g;;Eigenmarke;5,00;4,72;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;30;
G10124;G10124;Boczek Borowiaka Kier wedzona;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10125;G10125;Boczek Borowiaka Kier wedzona GROSSE;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10126;G10126;Boczek Ciety Parzony  SZAJ;;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10127;G10127;Boczek domowy Upeszony;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10128;G10128;Boczek Gotowane Unimies;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10129;G10129;Boczek Map Lux;;Eigenmarke;5,00;7,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10130;G10130;Boczek szlachecki Korona parzony;;Eigenmarke;5,00;6,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10131;G10131;Boczek szlachecki parzony 1kg;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10132;G10132;Boczek Wedzara;;Eigenmarke;5,00;6,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10133;G10133;Boczek Wedzony Parzony Paski;;Eigenmarke;5,00;7,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10134;G10134;Boczek Zbojnicki;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10135;G10135;Boczek z CZOSNKEM  Handerek;;Eigenmarke;5,00;7,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10136;G10136;Boczek z kamina;;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10137;G10137;Bonduelle Groszek Konserwowy Tradycyjny 400g x 12St.;;Eigenmarke;5,00;9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10138;G10138;Bonduelle Leczo;;Eigenmarke;5,00;14,32;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10139;G10139;Bonduelle Meis 170 ml x 6 st;;Eigenmarke;5,00;3,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10140;G10140;Bonduelle Meis 425ml  340 gr x 12 st;;Eigenmarke;5,00;11,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10141;G10141;Borowik Suszony (20St. x 40g);;Eigenmarke;5,00;55,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;20,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10142;G10142;Borowik szlachetny Suszony 40g x 10st.;;Eigenmarke;5,00;2,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;39;
G10143;G10143;Boszek Chlopski Nik Pol;;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10144;G10144;Bozek Angielski 1/2 KIER  kleine;;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10145;G10145;Bozek Goralski;;Eigenmarke;16,00;6,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10146;G10146;Bozek Grillowy;;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10147;G10147;Bozek Krawatka Taurus;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10148;G10148;Bozek Krolewski Gotowany DDB;;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10149;G10149;Bozek Morawski 1/2 kleine;;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10150;G10150;Bozek Parzony ESPORT;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10151;G10151;Bozek Paski;;Eigenmarke;5,00;6,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10152;G10152;Bozek Peszony Delikatesowe;;Eigenmarke;5,00;7,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10153;G10153;Bozek Tradyzyjna  Wyrabjany;;Eigenmarke;5,00;5,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10154;G10154;Bozek z Beczki JBB LUX !;;Eigenmarke;5,00;7,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10155;G10155;Brzesc Ciasteczka Franzuskie 250gr x12  st;;Eigenmarke;5,00;15;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10156;G10156;Brzoskwinya POL 820 ml x 12 st;;Eigenmarke;5,00;14,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10157;G10157;Buchenwurst Extra;;Eigenmarke;5,00;3,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10158;G10158;Budyn Malina 60grx 30st  Wynjary;;Eigenmarke;5,00;9,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;30,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10159;G10159;Bukowa Wurst JBB;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;kg;9;;0;0;;0,000;;;;;;;;;38;
G10160;G10160;Bulijon Drobiowy 180 g  x 16 st Rasol;;Eigenmarke;5,00;15,84;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;16,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;45;
G10161;G10161;Bulijon Drobiowy 60grx20st Winyary;;Eigenmarke;5,00;9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;20,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;53;
G10162;G10162;Buraczki Wiorki, pasteryzowane, 420ml x 6 St.;;Eigenmarke;5,00;4,74;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;41;
G10163;G10163;Buratschki Objadowe 490 gr x 8 st Frubex;;Eigenmarke;5,00;5,52;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;41;
G10164;G10164;Buratschki  wiorki 460g x 8St . Frubex;;Eigenmarke;5,00;5,52;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;41;
G10165;G10165;Buratschki z Paprika 900 ml x 8 st;;Eigenmarke;5,00;7,92;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;41;
G10166;G10166;Butermilch OSM Czarnkow Maslanka  1L x 6St.;;Eigenmarke;5,00;4,74;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;6,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;30;
G10167;G10167;CENOS Grytschana Bjala 4x100gr;;Eigenmarke;5,00;13,08;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10168;G10168;CENOS Jatzmena Mazurska 4x100gr;;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10169;G10169;CENOS Jatzmen Wijska 4x100gr;;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10170;G10170;"CENOS Kasza gryczana prazona 400g x 12St.""";;Eigenmarke;5,00;11,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10171;G10171;"CENOS  Kasza jaglana 400g x 12St""";;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10172;G10172;"CENOS  Kasza owsiana 400g 12stk""";;Eigenmarke;5,00;11,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10173;G10173;CENOS Owsjana Kasza 4x100gr;;Eigenmarke;5,00;14,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10174;G10174;CENOS Perlowa 4x100gr  x 12st;;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10175;G10175;CENOS Pieszak Jeczmienna 4x100gr;;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10176;G10176;Cheetos XL145 gr x 14st  Cebulka;;Eigenmarke;5,00;15,26;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;14,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;62;
G10177;G10177;Cheetos XL145 gr x 14st  Ser - Ketchup;;Eigenmarke;5,00;15,26;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;14,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;62;
G10178;G10178;Cheetos XL155 gr x 14st  Pizzerini;;Eigenmarke;5,00;15,26;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;14,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;62;
G10179;G10179;Cheetos XL165 gr x 14st  Ketchup;;Eigenmarke;5,00;15,26;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;14,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;62;
