ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle;;;;;;;;;;;
G11014;G11014;lunjak Salatka Objadowa BELWEDER 860 gr x 8 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;28;22,12;;0
G11015;G11015;lunjak Salatka Objadowa Firmowa 860 gr x 8 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;20;13,8;;0
G11016;G11016;Lunjak Salatka Senatzka 480 ml x 8 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;24;6,96;;0
G11017;G11017;Lunjak Zur Polski  230ml x 8 st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;10;7,9;;0
G11018;G11018;Maffini 176 gr x 10 st KAKAO;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;7,9;;0
G11019;G11019;Maffini 176 g x 10 st Zetrinowe;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;7,9;;0
G11020;G11020;Maga 1lx6st rund;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;27,48;;0
G11021;G11021;Maga 960 ml x 6 xt Magi;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;20,28;;0
G11022;G11022;Maga Magi 200 ml x 20st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11023;G11023;Maggi Przyprawa 20St. x 200g;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11024;G11024;Maggi Przyprwa 6St. x 960g;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11025;G11025;Magik Herbatki z Wischniowe Dr Gerard 235 g x 12 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;0
G11026;G11026;Magnat 205g x 6 St.;;Eigenmarke;5;3,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;0
G11027;G11027;Magnat 260gr x 8 st Ensklï¿½sive Collection;;Eigenmarke;5;3,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;0
G11028;G11028;Majones 250 x 12st  Winjary Dekoration;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;0
G11029;G11029;Majones BABUNY Helmans 420 x12st;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;0
G11030;G11030;Majonese  300ml x 6;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;4,74;;0
G11031;G11031;Majonese 350g x 8 Stk;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;8;14,32;;0
G11032;G11032;Majonese 700gr x 6st  Winjary;;Eigenmarke;5;2,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;10;18,9;;0
G11033;G11033;Majones Kiliezki 310 gr x 10st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;41,94;;0
G11034;G11034;Majones Kiliezki 310gr x 12st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;24;23,76;;0
G11035;G11035;Majones Sous  250 ml x 6st winjary;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;24;23,76;;0
G11036;G11036;Majonez 300ml x 6 st;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;24;18,96;;0
G11037;G11037;Majonez 400ml x8st Dekarazijny;;Eigenmarke;5;1,45;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;12;13,08;;0
G11038;G11038;Majonez Delikatny 250ml x 6St.;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;50;49,5;;0
G11039;G11039;Majonez Delikatny 400ml x 6;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;3,96;;0
G11040;G11040;Majoneze 300 ml x 6 st Dekarazijni;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;4,14;;0
G11041;G11041;Maka Luxusowa 1kg x 10st Muka;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;6;4,74;;0
G11042;G11042;Maka Massowa Prospona  850 ml x 6st;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;10;7,9;;0
G11043;G11043;Maka Prospona Mohnmasse 6 x 900g;;Eigenmarke;5;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;6;14,94;;0
G11044;G11044;Makaron 500gr x 20 st Nr  15 Ek Mak;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;;;;0
G11045;G11045;Makaron ALFAVIT 250 gr x 16 st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;16;16;500;1;16;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;4;8,76;;0
G11046;G11046;Makaroni 400gr x12 st Gnizda Zienka Ek mak nr 209;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;4;8,76;;0
G11047;G11047;Makaroni 400gr x12 st Gruba Nitka Ek Mak nr 38;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;;;;0
G11048;G11048;Makaroni 400 xg x12 st Ek Mak  Nitka Zienka Nr 37;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;4;5,16;;0
G11049;G11049;Makaroni A Buni 400 gr x 10 st;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;4;6,76;;0
G11050;G11050;Makaroni KM 500gr x  8 st;;Eigenmarke;5;0,85;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;8;11,12;;0
G11051;G11051;Makaroni KM 500gr x 8 st;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;8;8,72;;0
G11052;G11052;Makaroni Perepeline 250grx28st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;8;11,92;;0
G11053;G11053;Makaron Nitki 500g x 20St. Nr 3 Ek Mak;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;8;11,92;;0
G11054;G11054;Makarony Polskie Spaghetti 400g x 24St.;;Eigenmarke;5;0,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;66;;;;;;;;;;;;;;;;;;4;9,16;;0
G11055;G11055;Maka Szczecinska 1kg x 10st Mehl;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;4;7,16;;0
G11056;G11056;Maka Tortowa 1kg x 10 st Pszennna;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;0
G11057;G11057;Maka Wroclawska 1 kg x 10 st Bianpol Mehl;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;4;10,76;;0
G11058;G11058;Mak Melony 200gr x 12 st;;Eigenmarke;5;2,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;4;6,36;;0
G11059;G11059;Mak Melony KRESTO 200gr x 12 st;;Eigenmarke;5;1,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;4;6,36;;0
G11060;G11060;Malosolnij 10 Litr Eingelegte gurken;;Eigenmarke;5;17,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;0
G11061;G11061;Malosolnij 1,25 lit Eingelegte Gurken;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;0
G11062;G11062;Malosolnij Gemischt Gurken+Tomaten 3litr;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;6;8,94;;0
G11063;G11063;Malosolnij Gurken  2,5 litr;;Eigenmarke;5;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;4;5,16;;0
G11064;G11064;Malosolnij Gurken 3kg;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;4;4,76;;0
G11065;G11065;Malosolnij Pomidor 1,25litr x 10st;;Eigenmarke;5;2,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;4;7,96;;0
G11066;G11066;Malosolnij Pomidor 3 Litr;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;12;10,56;;0
G11067;G11067;Malosolnij Scheritomaten 1,25 litr;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;Eimer;4;;0;0;;0;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;0
G11068;G11068;Malsanka Truskawka 1 l x 6 st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/51/ce/1c/Mais-Dawtona-385ml.jpg;1;6;4,14;;0
G11069;G11069;Maltikeks Dr,Gerard  320g x 8St.;;Eigenmarke;5;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;20;13,8;;0
G11070;G11070;Malti Keks Tri Kolor 300g x 10St.;;Eigenmarke;5;1,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;20;15,8;;0
G11071;G11071;MAMA Instant Nudeln Huhngeschmack pack 6 st;;Eigenmarke;5;6,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;35;20,65;;0
G11072;G11072;MAMBA  Fantastic MIx 150 gr x 24st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;11,9;;0
G11073;G11073;MAMBA  MACIC  Stix 150 gr x 24st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;45;17,55;;0
G11074;G11074;MAMBA  Party 150 gr x 24st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;20;11,8;;0
G11075;G11075;Marmelad Makarena 200 gr x 12 st;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;30;11,7;;0
G11076;G11076;Maski Schutz 50 st Pack;;Eigenmarke;16;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;50;50;500;1;50;St;4;;0;0;;0;;;;;;;;;23;;;;;;;;;;;;;;;;;;6;4,5;;0
G11077;G11077;Maslanka 1 litr Mlekowita x 6st;;Eigenmarke;5;0,66;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;;;6;6,3;;0
G11078;G11078;Maslanka 1 litr x 6 st Naturalna Wloschna;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;;;12;12,6;;0
G11079;G11079;Maslanka  Truskawka 1 litr x 6 st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;;;5;14,95;;0
G11080;G11080;Maslanka UHT Mragoswka  1 litr x 10 st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;;;4;19,96;;0
G11081;G11081;Maslo KLarowane 99,8 % x 250 gr x 6st;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;;;15;16,35;;0
G11082;G11082;Maslo Laciate extra 82% 200g Mlekpol;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;30;;;;;;;;;;;;;;;;;;12;17,88;;0
G11083;G11083;Max Afro 350 x 4 st;;Eigenmarke;5;2,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;17,88;;0
G11084;G11084;Max Agatki 300 gr x4st;;Eigenmarke;5;2,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;0
G11085;G11085;MAX Alpejskie 6St. x 700g;;Eigenmarke;5;3,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;1;;500;6;1;KTN;9;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;8;31,92;;0
G11086;G11086;Max Duschki 4 st x200gr;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;11,88;;0
G11087;G11087;Max Flamingi 300 gr x 4 st;;Eigenmarke;5;1,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;17,4;;0
G11088;G11088;Max Frikaski 250 x 8st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;13,725;;0
G11089;G11089;MAX Grzebienie 8 st x 200gr;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;13,725;;0
G11090;G11090;Max Jezowce 250 gr /8st;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;14,975;;0
G11091;G11091;MAX Kokardki   8St. x 250g;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;13,725;;0
G11092;G11092;Max Krolewski 380 gr x 4st;;Eigenmarke;5;2,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;10,9;;0
G11093;G11093;Max Krowki 300 gr  x 4st;;Eigenmarke;5;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;14,975;;0
G11094;G11094;MAX Malibu 6St. x 800g;;Eigenmarke;5;3,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;1;;500;6;1;KTN;9;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;13,225;;0
G11095;G11095;Max Mietuszki 450 gr x 4 st;;Eigenmarke;5;2,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;14;20,86;;0
G11096;G11096;Max Napoleonki 300 gr  x 4st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;12,475;;0
G11097;G11097;Max Piramidki 250g x 4st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;2,5;13,725;;0
G11098;G11098;Max Pol Jalowcowa wurst;;Eigenmarke;5;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;2,5;13,725;;0
