ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
G10035;G10035;Alex-Pol Uszka z miesem 450g x 8St.;;Alex-Pol;5,00;14,8;0;;1;beliebig;;;;;;1;10000;0;;<p>Beschreibung</p>;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;5900232750412;;;;;17;;;;;;;;;;;;;;;;http://gaus-shop.de/media/image/6b/72/68/karta_01_z1.png;1;;;;0;
